antalUndervisningsdage,beskrivelse,duration,endDate,forudsaetninger,holdTitle,id,institution,kontaktMail,kontaktPerson,kontaktPersonTlfNummer,lokationGade,lokationPostNr,lokationSted,startDate,tilmeldingsFrist,undervisningsform,undervisningstidspunkt,aabent,aflyst,aktiGuid,currentParticipantAmount,flereKurser,garantiKursus,hjemmeside,kviknummer,minimumParticipants,normpris,participantCapacity,tillaegspris,tillaegsprisAarsag,tillaegsprisBegrundelse,ledigePladser,link
,"Deltageren kan arbejde med ethvert asbestarbejde, der ikke kræver autorisation for nedrivning af asbest. Deltageren kan dermed arbejde med fx reparation og vedligeholdelse af asbestholdigt materiale, rengøring for asbeststøv, fjernelse af asbestforurenet materiale, asbestoprydning efter brande mv. og desuden med kortvarigt nedrivningsarbejde af mindre karakter, der ikke kræver autorisation.
Deltageren kan arbejde med:
1. kortvarigt nedrivningsarbejde af mindre karakter som fx nedtagning af enkelte asbestholdige tagplader, enkelte fliser fastgjort med asbestholdig fliseklæb eller enkelte rørbøjninger med asbestholdig isolering 2. reparation, vedligeholdelse og indkapsling af forskelligt asbestholdigt materiale, fx i relation til bygninger og anlæg 3. rengøring for asbeststøv mv., bl.a. før afslutning af et asbestarbejde 4. fjernelse af asbestforurenet materiale, fx asbestforurenet isoleringsmateriale på loftrum 5. asbestoprydning efter brande, stormskader, sammenstyrtninger mv. 6. prøve",2,2026-12-15,Ingen forudsætninger,Sikkerhed v. asbestarbejde uden autorisationskrav,889462,JUUL Danmark A/S,info@amujuul.dk,Kursusadministration,39 39 11 11,Marielundvej 48,2730,Herlev,2026-12-14,2026-12-13,Dagundervisning,08:00 - 15:24,False,False,069F3C55B5E44794A7981C83A2F55884,0,False,True,https://www.amujuul.dk,26541423077,1,436,6,,,,6,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=26541423077
,"Sikkerhed v. asbestarbejde uden autorisationskrav
Der kan forekomme afsluttende prøve på dette kursus",2,2026-12-17,,Sikkerhed v. asbestarbejde uden autorisationskrav,844353,Learnmark Horsens,jvni@learnmark.dk,Jette Nielsen,88163647,Vejlevej 150,8700,Horsens,2026-12-16,2026-12-16,Dagundervisning,08:00-15:24,False,False,3432DA0F23174039B931A2578391C845,0,False,False,www.learnmark.dk,6154022290626003,14,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=6154022290626003
,"Kurset afvikles på dansk, hvorfor deltagerne skal være i stand til at følge undervisningen og evt. prøver på dansk",2,2026-12-22,,Sikkerhed v. asbestarbejde uden autorisationskrav,884438,EUC Nordvest,kursus@eucnordvest.dk,Kursuscentret,99191907,Bjørnevej 9,7700,Thisted,2026-12-21,2026-12-21,Dagundervisning,08:00-15:24,False,False,A7E6091246904CDF9771880F5BA1387B,0,False,False,https://kursuscentret.nu/,78741022906-2607,12,436,16,,,,16,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=78741022906-2607
,,2,2027-01-05,,Sikkerhed v. asbestarbejde uden autorisationskrav,887020,AMU Nordjylland,tih@amunordjylland.dk,Tina Højgaard,96332215,"Sofievej 61, Vejgaard",9000,Aalborg,2027-01-04,2027-01-04,Dagundervisning,08:00 - 15:25,False,False,2F557389661F45839D94770ED65FADF2,1,False,True,https://www.amunordjylland.dk,85142040229067t001,5,436,20,,,,19,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=85142040229067t001
,"Fag kan være prøvebelagt. 
Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.

Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-01-07,,Sikkerhed v. asbestarbejde uden autorisationskrav,893982,ZBC - Zealand Business College,chr@zbc.dk,Christina Trøstrup Christensen,28442249,Willemoesvej 4,4200,Slagelse,2027-01-06,2026-12-16,Dagundervisning,07:30-14:54,False,False,6cf5c837d39d406386de9246458cbbf5,0,False,True,https://kurser.zbc.dk,2809416701am22906a,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809416701am22906a
,"Fag kan være prøvebelagt. Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.
Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-01-14,,Sikkerhed v. asbestarbejde uden autorisationskrav,887415,ZBC - Zealand Business College,jpe@zbc.dk,Julie Linea Petersen,31935663,Maglegårdsvej 8,4000,Roskilde,2027-01-13,2027-01-03,Dagundervisning,08:00-15:24,False,False,67744de551324b13848e54ee57aa7593,0,False,False,https://kurser.zbc.dk,2809415701am22906ro,8,436,30,,,,30,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809415701am22906ro
,"Fag kan være prøvebelagt. 
Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.

Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-01-26,,Sikkerhed v. asbestarbejde uden autorisationskrav,893992,ZBC - Zealand Business College,chr@zbc.dk,Christina Trøstrup Christensen,28442249,Willemoesvej 4,4200,Slagelse,2027-01-25,2027-01-18,Dagundervisning,07:30-14:54,False,False,38a64566b7234b3aabc4908ca5b60b7b,0,False,True,https://kurser.zbc.dk,2809416701am22906b,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809416701am22906b
,"Deltageren kan arbejde sikkerheds- og sundhedsmæssigt fuldt forsvarligt med ethvert andet asbestarbejde end autorisationskrævende nedrivning af asbestholdigt materiale, som det er defineret og reguleret i bekendtgørelse om asbest i arbejdsmiljøet.

Deltageren kan arbejde med ethvert asbestarbejde, der ikke kræver autorisation for nedrivning af asbest. Deltageren kan dermed arbejde med fx reparation og vedligeholdelse af asbestholdigt materiale, rengøring for asbeststøv, fjernelse af asbestforurenet materiale, asbestoprydning efter brande mv. og desuden med kortvarigt nedrivningsarbejde af mindre karakter, der ikke kræver autorisation

Vi tager generelt forbehold for prisændringer grundet ministerielle indgreb.",2,2027-01-27,Medbring bærbar PC hvis muligt.,Sikkerhed v. asbestarbejde uden autorisationskrav,889965,Mercantec,ahpe@mercantec.dk,Ann Holm Otkjær,8950 3347,Håndværkervej 9,8800,Viborg,2027-01-26,2027-01-21,Dagundervisning,08:00 - 15:24,False,False,f8fb19ece4404f31b52b878cce3f27f9,0,False,False,www.mercantec.dk,281398BV2290600127,8,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=281398BV2290600127
,"The course may include a test. The instructor will inform you of the exam date at the start of the course. As a rule, the exam takes place on the final day of the course.
Do you have difficulties with reading or writing? 
If you are dyslexic and require reading or writing support, or if you need an assessment of your basic skills in reading, writing, arithmetic, and mathematics, please contact the course secretary as soon as possible before the course begins.",2,2027-01-28,,Sik. v. asbestarb. u. autorisationskrav Engelsk,889342,ZBC - Zealand Business College,jpe@zbc.dk,Julie Linea Petersen,31935663,Maglegårdsvej 8,4000,Roskilde,2027-01-27,2027-01-18,På fremmedsprog,08:00-15:24,False,False,42de7ffcde4f4f6e9aeb078ef1ce1d2d,0,False,False,https://kurser.zbc.dk,2809415701am22906roe,8,436,30,,,,30,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809415701am22906roe
,"Fag kan være prøvebelagt. 
Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.

Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-02-09,,Sikkerhed v. asbestarbejde uden autorisationskrav,894001,ZBC - Zealand Business College,chr@zbc.dk,Christina Trøstrup Christensen,28442249,Willemoesvej 4,4200,Slagelse,2027-02-08,2027-02-01,Dagundervisning,07:30-14:54,False,False,72eb61a3cd4d4448850aa310346aedcb,0,False,True,https://kurser.zbc.dk,2809416702am22906a,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809416702am22906a
,,2,2027-02-17,,Sikkerhed v. asbestarbejde uden autorisationskrav,887021,AMU Nordjylland,tih@amunordjylland.dk,Tina Højgaard,96332215,"Sofievej 61, Vejgaard",9000,Aalborg,2027-02-16,2027-02-16,Dagundervisning,08:00 - 15:25,False,False,1B10BEE18387437AA10155E96A21F483,0,False,True,https://www.amunordjylland.dk,85142040229067t007,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=85142040229067t007
,"Fag kan være prøvebelagt. Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.
Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-03-04,,Sikkerhed v. asbestarbejde uden autorisationskrav,887418,ZBC - Zealand Business College,jpe@zbc.dk,Julie Linea Petersen,31935663,Maglegårdsvej 8,4000,Roskilde,2027-03-03,2027-02-22,Dagundervisning,08:00-15:24,False,False,709bd8aa6bc14544baf50257fcd75574,0,False,False,https://kurser.zbc.dk,2809415703am22906ro,8,436,30,,,,30,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809415703am22906ro
,"Fag kan være prøvebelagt. 
Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.

Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-03-16,,Sikkerhed v. asbestarbejde uden autorisationskrav,893993,ZBC - Zealand Business College,chr@zbc.dk,Christina Trøstrup Christensen,28442249,Willemoesvej 4,4200,Slagelse,2027-03-15,2027-03-08,Dagundervisning,07:30-14:54,False,False,2c745a66d6fb490aba2fec98fe525990,0,False,True,https://kurser.zbc.dk,2809416703am22906a,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809416703am22906a
,"Kurset berettiger til løntabs-godtgørelse for AMU-målgruppen (137,47 kr. pr. time mv) og tilskud fra Bygge- og Anlægsbranchens Kompetenceudviklingsfond (Op til 110 kr. pr. time og betaling af deltagergebyr)
Har du spørgsmål til kursus indhold kontakt Anja Coërs tlf. 79201124
OBS mødeindkaldelse bliver kun sendt til kursistens e-boks",2,2027-03-23,,Sikkerhed v. asbestarbejde uden autorisationskrav,864178,EUC Lillebælt,kursuscenter@eucl.dk,Jette Hansen/Jill Villesen,79201209,Teknikervej 2,7000,Fredericia,2027-03-22,2027-03-22,Dagundervisning,08:00-15:24,False,False,12633A90D98B48A6B1A51D306A981B04,0,False,False,www.eucl.dk,60740512SAU1127,10,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=60740512SAU1127
,,2,2027-03-31,,Sikkerhed v. asbestarbejde uden autorisationskrav,887022,AMU Nordjylland,tih@amunordjylland.dk,Tina Højgaard,96332215,"Sofievej 61, Vejgaard",9000,Aalborg,2027-03-30,2027-03-30,Dagundervisning,08:00 - 15:25,False,False,90CCB25FA36845A79E729C138468AB12,0,False,True,https://www.amunordjylland.dk,85142040229067t013,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=85142040229067t013
,"Fag kan være prøvebelagt. Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.
Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-04-08,,Sikkerhed v. asbestarbejde uden autorisationskrav,887420,ZBC - Zealand Business College,jpe@zbc.dk,Julie Linea Petersen,31935663,Maglegårdsvej 8,4000,Roskilde,2027-04-07,2027-03-29,Dagundervisning,08:00-15:24,False,False,36f73cdb814a41ff9151c7e754fcc8c8,0,False,False,https://kurser.zbc.dk,2809415704am22906ro,8,436,30,,,,30,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809415704am22906ro
,"Fag kan være prøvebelagt. 
Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.

Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-04-13,,Sikkerhed v. asbestarbejde uden autorisationskrav,893994,ZBC - Zealand Business College,chr@zbc.dk,Christina Trøstrup Christensen,28442249,Willemoesvej 4,4200,Slagelse,2027-04-12,2027-04-05,Dagundervisning,07:30-14:54,False,False,b20030026de44b76985fd18c8f687bb1,0,False,True,https://kurser.zbc.dk,2809416704am22906a,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809416704am22906a
,"Deltageren kan arbejde sikkerheds- og sundhedsmæssigt fuldt forsvarligt med ethvert andet asbestarbejde end autorisationskrævende nedrivning af asbestholdigt materiale, som det er defineret og reguleret i bekendtgørelse om asbest i arbejdsmiljøet.

Deltageren kan arbejde med ethvert asbestarbejde, der ikke kræver autorisation for nedrivning af asbest. Deltageren kan dermed arbejde med fx reparation og vedligeholdelse af asbestholdigt materiale, rengøring for asbeststøv, fjernelse af asbestforurenet materiale, asbestoprydning efter brande mv. og desuden med kortvarigt nedrivningsarbejde af mindre karakter, der ikke kræver autorisation

Vi tager generelt forbehold for prisændringer grundet ministerielle indgreb.",2,2027-05-04,Medbring bærbar PC hvis muligt.,Sikkerhed v. asbestarbejde uden autorisationskrav,889970,Mercantec,ahpe@mercantec.dk,Ann Holm Otkjær,8950 3347,Håndværkervej 9,8800,Viborg,2027-05-03,2027-04-28,Dagundervisning,08:00 - 15:24,False,False,e19a840b302149cf9af11d097fda03af,0,False,False,www.mercantec.dk,281398BV2290600527,8,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=281398BV2290600527
,,2,2027-05-13,,Sikkerhed v. asbestarbejde uden autorisationskrav,887023,AMU Nordjylland,tih@amunordjylland.dk,Tina Højgaard,96332215,"Sofievej 61, Vejgaard",9000,Aalborg,2027-05-12,2027-05-12,Dagundervisning,08:00 - 15:25,False,False,8143B9F9922B4C948248D8CBCDF05F67,0,False,True,https://www.amunordjylland.dk,85142040229067t019,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=85142040229067t019
,"Fag kan være prøvebelagt. Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.
Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-05-21,,Sikkerhed v. asbestarbejde uden autorisationskrav,887421,ZBC - Zealand Business College,jpe@zbc.dk,Julie Linea Petersen,31935663,Maglegårdsvej 8,4000,Roskilde,2027-05-20,2027-05-11,Dagundervisning,08:00-15:24,False,False,9452f6ffd7424bba8954a2b3ebaf6ffd,0,False,False,https://kurser.zbc.dk,2809415705am22906ro,8,436,30,,,,30,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809415705am22906ro
,,2,2027-06-01,,Sikkerhed v. asbestarbejde uden autorisationskrav,887025,AMU Nordjylland,tih@amunordjylland.dk,Tina Højgaard,96332215,"Sofievej 61, Vejgaard",9000,Aalborg,2027-05-31,2027-05-31,Dagundervisning,08:00 - 15:25,False,False,D7C3CD22A26A4A8DA604A795A6950CED,0,False,True,https://www.amunordjylland.dk,85142040229067t022,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=85142040229067t022
,"Fag kan være prøvebelagt. 
Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.

Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-06-03,,Sikkerhed v. asbestarbejde uden autorisationskrav,893995,ZBC - Zealand Business College,chr@zbc.dk,Christina Trøstrup Christensen,28442249,Willemoesvej 4,4200,Slagelse,2027-06-02,2027-05-26,Dagundervisning,07:30-14:54,False,False,32ad96f08db5490d803e1fc7239aa4b6,0,False,True,https://kurser.zbc.dk,2809416706am22906a,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809416706am22906a
,"Fag kan være prøvebelagt. Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.
Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-06-17,,Sikkerhed v. asbestarbejde uden autorisationskrav,887422,ZBC - Zealand Business College,jpe@zbc.dk,Julie Linea Petersen,31935663,Maglegårdsvej 8,4000,Roskilde,2027-06-16,2027-06-07,Dagundervisning,08:00-15:24,False,False,4c6568a3a24f48f6a05b5ec9931491ef,0,False,False,https://kurser.zbc.dk,2809415706am22906ro,8,436,30,,,,30,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809415706am22906ro
,"Fag kan være prøvebelagt. 
Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.

Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-06-24,,Sikkerhed v. asbestarbejde uden autorisationskrav,893996,ZBC - Zealand Business College,chr@zbc.dk,Christina Trøstrup Christensen,28442249,Willemoesvej 4,4200,Slagelse,2027-06-23,2027-06-16,Dagundervisning,07:30-14:54,False,False,e4d88f39016443b4a98411e20ff85899,0,False,True,https://kurser.zbc.dk,2809416706am22906b,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809416706am22906b
,"Kurset berettiger til løntabs-godtgørelse for AMU-målgruppen (137,47 kr. pr. time mv) og tilskud fra Bygge- og Anlægsbranchens Kompetenceudviklingsfond (Op til 110 kr. pr. time og betaling af deltagergebyr)
Har du spørgsmål til kursus indhold kontakt Anja Coërs tlf. 79201124
OBS mødeindkaldelse bliver kun sendt til kursistens e-boks",2,2027-06-29,,Sikkerhed v. asbestarbejde uden autorisationskrav,864179,EUC Lillebælt,kursuscenter@eucl.dk,Jette Hansen/Jill Villesen,79201209,Teknikervej 2,7000,Fredericia,2027-06-28,2027-06-28,Dagundervisning,08:00-15:24,False,False,46473F03BFB34B2F8DD99ECAC77102D4,0,False,False,www.eucl.dk,60740526SAU1127,10,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=60740526SAU1127
,"Fag kan være prøvebelagt. 
Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.

Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-08-03,,Sikkerhed v. asbestarbejde uden autorisationskrav,893999,ZBC - Zealand Business College,chr@zbc.dk,Christina Trøstrup Christensen,28442249,Willemoesvej 4,4200,Slagelse,2027-08-02,2027-07-05,Dagundervisning,07:30-14:54,False,False,196879e88bbb43f8acc8b77750e78794,0,False,True,https://kurser.zbc.dk,2809416708am22906a,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809416708am22906a
,"Fag kan være prøvebelagt. Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.
Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-08-10,,Sikkerhed v. asbestarbejde uden autorisationskrav,887427,ZBC - Zealand Business College,jpe@zbc.dk,Julie Linea Petersen,31935663,Maglegårdsvej 8,4000,Roskilde,2027-08-09,2027-08-01,Dagundervisning,08:00-15:24,False,False,186ab719cc154842bc75967ac4cd94a5,0,False,False,https://kurser.zbc.dk,2809415708am22906ro,8,436,30,,,,30,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809415708am22906ro
,"Fag kan være prøvebelagt. 
Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.

Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-08-17,,Sikkerhed v. asbestarbejde uden autorisationskrav,894000,ZBC - Zealand Business College,chr@zbc.dk,Christina Trøstrup Christensen,28442249,Willemoesvej 4,4200,Slagelse,2027-08-16,2027-08-09,Dagundervisning,07:30-14:54,False,False,9bc4942935104cdc8b3d74b495dc1edc,0,False,True,https://kurser.zbc.dk,2809416708am22906b,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809416708am22906b
,"Deltageren kan arbejde sikkerheds- og sundhedsmæssigt fuldt forsvarligt med ethvert andet asbestarbejde end autorisationskrævende nedrivning af asbestholdigt materiale, som det er defineret og reguleret i bekendtgørelse om asbest i arbejdsmiljøet.

Deltageren kan arbejde med ethvert asbestarbejde, der ikke kræver autorisation for nedrivning af asbest. Deltageren kan dermed arbejde med fx reparation og vedligeholdelse af asbestholdigt materiale, rengøring for asbeststøv, fjernelse af asbestforurenet materiale, asbestoprydning efter brande mv. og desuden med kortvarigt nedrivningsarbejde af mindre karakter, der ikke kræver autorisation

Vi tager generelt forbehold for prisændringer grundet ministerielle indgreb.",2,2027-09-07,Medbring bærbar PC hvis muligt.,Sikkerhed v. asbestarbejde uden autorisationskrav,889971,Mercantec,ahpe@mercantec.dk,Ann Holm Otkjær,8950 3347,Håndværkervej 9,8800,Viborg,2027-09-06,2027-09-02,Dagundervisning,08:00 - 15:24,False,False,e1f1f71193ff4c51a72077b9251f1f2f,0,False,False,www.mercantec.dk,281398BV2290600927,8,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=281398BV2290600927
,"Fag kan være prøvebelagt. 
Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.

Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-09-15,,Sikkerhed v. asbestarbejde uden autorisationskrav,894002,ZBC - Zealand Business College,chr@zbc.dk,Christina Trøstrup Christensen,28442249,Willemoesvej 4,4200,Slagelse,2027-09-14,2027-09-07,Dagundervisning,07:30-14:54,False,False,3ad55fe6d4a04f91ad0ff05e99eeb027,0,False,True,https://kurser.zbc.dk,2809416709am22906a,5,436,20,,,,20,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809416709am22906a
,"Fag kan være prøvebelagt. Underviser oplyser tidspunkt for afholdelse ved kursusstart. Prøven foregår som udgangspunkt på fagets sidste dag.
Har du læse-/skrive udfordringer? 
Er du ordblind og har brug for læse-/skrivestøtte, eller har du brug for at få vurderet dine basale færdigheder i læsning, skrivning, regning og matematik, så ring til kursussekretæren snarest muligt inden kursusstart.",2,2027-09-16,,Sikkerhed v. asbestarbejde uden autorisationskrav,887428,ZBC - Zealand Business College,jpe@zbc.dk,Julie Linea Petersen,31935663,Maglegårdsvej 8,4000,Roskilde,2027-09-15,2027-09-06,Dagundervisning,08:00-15:24,False,False,733bd29e67384162b9495651261ea6f2,0,False,False,https://kurser.zbc.dk,2809415709am22906ro,8,436,30,,,,30,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809415709am22906ro
,"The course may include a test. The instructor will inform you of the exam date at the start of the course. As a rule, the exam takes place on the final day of the course.
Do you have difficulties with reading or writing? 
If you are dyslexic and require reading or writing support, or if you need an assessment of your basic skills in reading, writing, arithmetic, and mathematics, please contact the course secretary as soon as possible before the course begins.",2,2027-09-30,,Sik. v. asbestarb. u. autorisationskrav Engelsk,889345,ZBC - Zealand Business College,jpe@zbc.dk,Julie Linea Petersen,31935663,Maglegårdsvej 8,4000,Roskilde,2027-09-29,2027-09-20,På fremmedsprog,08:00-15:24,False,False,17fa96f967a34407a8b53aa4cf20d65a,0,False,False,https://kurser.zbc.dk,2809415709am22906roe,8,436,30,,,,30,https://voksenuddannelse.dk/soeg/uddannelser/amu/filtrering/kurs?subject_code=22906&level=-&type=amu&kviknummer=2809415709am22906roe
